Drugid;Navn;Lægemiddelform;Styrketekst;AktiveSubstanser;MftIndehaver;ATC-kode;Godkendt procedure;Godkendt rolle;Registreringsdato;Er i Medicinpriser;;
28105735616;Sendolor;infusionsvæske, opløsning;1 mg/ml;MORPHINHYDROCHLORID (trihydrate);Eurocept International B.V.;N02AA01;Decentral procedure;CMS;07-06-2017;Nej;;
28105735816;Sendolor;infusionsvæske, opløsning;20 mg/ml;MORPHINHYDROCHLORID (trihydrate);Eurocept International B.V.;N02AA01;Decentral procedure;CMS;07-06-2017;Nej;;
28106025816;Sendolor;injektionsvæske, opløsning;10 mg/ml;MORPHINHYDROCHLORID (trihydrate);Eurocept International B.V.;N02AA01;Decentral procedure;CMS;19-06-2018;Nej;;
28106025716;Sendolor;injektionsvæske, opløsning;1 mg/ml;MORPHINHYDROCHLORID (trihydrate);Eurocept International B.V.;N02AA01;Decentral procedure;CMS;19-06-2018;Nej;;
28106025916;Sendolor;injektionsvæske, opløsning;20 mg/ml;MORPHINHYDROCHLORID (trihydrate);Eurocept International B.V.;N02AA01;Decentral procedure;CMS;19-06-2018;Ja;;
28100270558;Sendoxan;overtrukne tabletter;50 mg;CYCLOPHOSPHAMID, VANDFRIT;Baxter A/S;L01AA01;National;DKMA;13-10-1958;Ja;;
28100974864;Sendoxan;pulver til injektionsvæske, opløsning;1 g;CYCLOPHOSPHAMID, VANDFRIT;Baxter A/S;L01AA01;National;DKMA;16-01-1969;Ja;;
28100974658;Sendoxan;pulver til injektionsvæske, opløsning;200 mg;CYCLOPHOSPHAMID, VANDFRIT;Baxter A/S;L01AA01;National;DKMA;13-10-1958;Ja;;
28100448264;Sendoxan;pulver til injektionsvæske, opløsning;500 mg;CYCLOPHOSPHAMID, VANDFRIT;Baxter A/S;L01AA01;National;DKMA;16-01-1969;Ja;;
28105256813;Senshio;filmovertrukne tabletter;60 mg;Ospemifen;Shionogi B.V.;G03XC05;Central;MOD;15-01-2015;Nej;;
28106184818;Separon Vet.;injektionsvæske, opløsning;40 mg/ml;AZAPERON;VetViva Richter GmbH;QN05AD90;Decentral procedure;CMS;02-12-2019;Ja;;
28106370119;Septabene;mundhulespray, opløsning;1,5+5 mg/ml;Benzydaminhydrochlorid, CETYLPYRIDINIUMCHLORID, MONOHYDRAT;KRKA d.d. Novo mesto;R02AA20;Decentral procedure;CMS;30-08-2021;Nej;;
28106369219;Septabene citron og honning;sugetabletter;3+1 mg;Benzydaminhydrochlorid, CETYLPYRIDINIUMCHLORID, MONOHYDRAT;KRKA d.d. Novo mesto;R02AA20;Decentral procedure;CMS;30-08-2021;Nej;;
28101947897;Septanest;injektionsvæske, opløsning;40 mg/ml+5 mikrog/ml;ADRENALINTARTRAT, Articainhydrochlorid;Septodont;N01BB58;MRP;CMS;22-09-2000;Ja;;
28101947997;Septocaine;injektionsvæske, opløsning;40 mg/ml+10mikrog/ml;ADRENALINTARTRAT, Articainhydrochlorid;Septodont;N01BB58;MRP;CMS;22-09-2000;Ja;;
28103150300;Seractiv;filmovertrukne tabletter;300 mg;DEXIBUPROFEN;Nordic Drugs AB;M01AE14;MRP;CMS;04-12-2000;Ja;;
28103150400;Seractiv;filmovertrukne tabletter;400 mg;DEXIBUPROFEN;Nordic Drugs AB;M01AE14;MRP;CMS;04-12-2000;Ja;;
28101831396;Serdolect;filmovertrukne tabletter;12 mg;Sertindol;H. Lundbeck A/S;N05AE03;MRP;RMS;02-12-1996;Ja;;
28105694815;Serdolect;filmovertrukne tabletter;12 mg;Sertindol;2care4 ApS;N05AE03;Par-Imp;DKMA;25-01-2016;Ja;;
28101831496;Serdolect;filmovertrukne tabletter;16 mg;Sertindol;H. Lundbeck A/S;N05AE03;MRP;RMS;02-12-1996;Ja;;
28105228413;Serdolect;filmovertrukne tabletter;16 mg;Sertindol;Orifarm A/S;N05AE03;Par-Imp;DKMA;30-01-2014;Nej;;
28105694915;Serdolect;filmovertrukne tabletter;16 mg;Sertindol;2care4 ApS;N05AE03;Par-Imp;DKMA;29-01-2016;Ja;;
28101831596;Serdolect;filmovertrukne tabletter;20 mg;Sertindol;H. Lundbeck A/S;N05AE03;MRP;RMS;02-12-1996;Ja;;
28101831196;Serdolect;filmovertrukne tabletter;4 mg;Sertindol;H. Lundbeck A/S;N05AE03;MRP;RMS;02-12-1996;Ja;;
28104155207;Serdolect;filmovertrukne tabletter;4 mg;Sertindol;Orifarm A/S;N05AE03;Par-Imp;DKMA;13-08-2007;Ja;;
28105694715;Serdolect;filmovertrukne tabletter;4 mg;Sertindol;2care4 ApS;N05AE03;Par-Imp;DKMA;25-01-2016;Ja;;
28106603021;Serefarm;inhalationspulver, afdelt;50+100 mikrogram/dosis;FLUTICASONPROPIONAT, SALMETEROLXINAFOAT;Orifarm Generics A/S;R03AK06;Decentral procedure;CMS;07-07-2022;Nej;;
28106603221;Serefarm;inhalationspulver, afdelt;50+250 mikrogram/dosis;FLUTICASONPROPIONAT, SALMETEROLXINAFOAT;Orifarm Generics A/S;R03AK06;Decentral procedure;CMS;07-07-2022;Nej;;
28106603321;Serefarm;inhalationspulver, afdelt;50+500 mikrogram/dosis;FLUTICASONPROPIONAT, SALMETEROLXINAFOAT;Orifarm Generics A/S;R03AK06;Decentral procedure;CMS;07-07-2022;Nej;;
28100966159;Serenase;injektionsvæske, opløsning;5 mg/ml;HALOPERIDOL;Janssen-Cilag A/S;N05AD01;MRP;CMS;22-07-1959;Ja;;
28100304259;Serenase;oral opløsning;2 mg/ml;HALOPERIDOL;Janssen-Cilag A/S;N05AD01;MRP;CMS;21-07-1959;Ja;;
28100616672;Serenase;tabletter;5 mg;HALOPERIDOL;Janssen-Cilag A/S;N05AD01;MRP;CMS;17-01-1974;Ja;;
28101092381;Serenase Dekanoat;injektionsvæske, opløsning;100 mg/ml;HALOPERIDOLDECANOAT;Janssen-Cilag A/S;N05AD01;MRP;CMS;25-11-1983;Ja;;
28101052080;Serenase Dekanoat;injektionsvæske, opløsning;50 mg/ml;HALOPERIDOL;Janssen-Cilag A/S;N05AD01;MRP;CMS;01-09-1982;Ja;;
28104754610;Seresto Vet. til hunde over 8 kg;halsbånd;4,50 g+2,03 g;FLUMETHRIN, Imidacloprid;Bayer Animal Health GmbH;QP53AC55;Decentral procedure;CMS;13-09-2011;Ja;;
28106019117;Seresto Vet. til hunde over 8 kg;halsbånd;4,50 g+2,03 g;FLUMETHRIN, Imidacloprid;Orifarm A/S;QP53AC55;Par-Imp;DKMA;06-12-2017;Ja;;
28104754410;Seresto Vet. til hunde under 8 kg;halsbånd;1,25 g+0,56 g;FLUMETHRIN, Imidacloprid;Bayer Animal Health GmbH;QP53AC55;Decentral procedure;CMS;13-09-2011;Nej;;
28104754310;Seresto Vet. til katte;halsbånd;1,25 g+0,56 g;FLUMETHRIN, Imidacloprid;Bayer Animal Health GmbH;QP53AC55;Decentral procedure;CMS;13-09-2011;Nej;;
28106462720;Seresto Vet. til katte;halsbånd;1,25 g+0,56 g;FLUMETHRIN, Imidacloprid;Paranova Danmark A/S;QP53AC55;Par-Imp;DKMA;06-07-2020;Ja;;
28104754510;Seresto Vet. til katte og hunde under 8 kg;halsbånd;1,25 g+0,56 g;FLUMETHRIN, Imidacloprid;Bayer Animal Health GmbH;QP53AC55;Decentral procedure;CMS;13-09-2011;Ja;;
28103038698;Seretide;inhalationspulver, afdelt;50+100 mikrog./dosis;FLUTICASONPROPIONAT, SALMETEROLXINAFOAT;GlaxoSmithKline Pharma A/S;R03AK06;MRP;CMS;15-01-1999;Ja;;
28103038798;Seretide;inhalationspulver, afdelt;50+250 mikrog./dosis;FLUTICASONPROPIONAT, SALMETEROLXINAFOAT;GlaxoSmithKline Pharma A/S;R03AK06;MRP;CMS;15-01-1999;Ja;;
28103038898;Seretide;inhalationspulver, afdelt;50+500 mikrog./dosis;FLUTICASONPROPIONAT, SALMETEROLXINAFOAT;GlaxoSmithKline Pharma A/S;R03AK06;MRP;CMS;15-01-1999;Ja;;
28103180400;Seretide;inhalationsspray, suspension;25+125 mikrog./dosis;FLUTICASONPROPIONAT, SALMETEROLXINAFOAT;GlaxoSmithKline Pharma A/S;R03AK06;MRP;CMS;08-01-2001;Ja;;
28103180500;Seretide;inhalationsspray, suspension;25+250 mikrog./dosis;FLUTICASONPROPIONAT, SALMETEROLXINAFOAT;GlaxoSmithKline Pharma A/S;R03AK06;MRP;CMS;08-01-2001;Ja;;
28103180300;Seretide;inhalationsspray, suspension;25+50 mikrogram;FLUTICASONPROPIONAT, SALMETEROLXINAFOAT;GlaxoSmithKline Pharma A/S;R03AK06;MRP;CMS;08-01-2001;Nej;;
28101596894;Serevent;inhalationspulver;50 mikrog. i diskos;SALMETEROLXINAFOAT;GlaxoSmithKline Pharma A/S;R03AC12;National;DKMA;03-05-1995;Ja;;
28103911006;Serevent;inhalationsspray, suspension;25 mikrogram/dosis;SALMETEROLXINAFOAT;GlaxoSmithKline Pharma A/S;R03AC12;MRP;CMS;26-07-2006;Ja;;
28106143218;Serevent;inhalationsspray, suspension;25 mikrogram/dosis;SALMETEROLXINAFOAT;Paranova Danmark A/S;R03AC12;Par-Imp;DKMA;03-09-2018;Ja;;
28106217619;Serevent;inhalationsspray, suspension;25 mikrogram/dosis;SALMETEROLXINAFOAT;Orifarm A/S;R03AC12;Par-Imp;DKMA;14-08-2019;Ja;;
28105783916;Serkep;inhalationsspray, suspension;25+125 mikrog/dosis;FLUTICASONPROPIONAT, SALMETEROLXINAFOAT;Viatris Limited;R03AK06;MRP;CMS;02-05-2017;Nej;;
28105784016;Serkep;inhalationsspray, suspension;25+250 mikrog/dosis;FLUTICASONPROPIONAT, SALMETEROLXINAFOAT;Viatris Limited;R03AK06;MRP;CMS;02-05-2017;Nej;;
28103233501;Seroquel;filmovertrukne tabletter;100 mg;QUETIAPIN FUMARAT;AstraZeneca A/S;N05AH04;MRP;CMS;19-06-2001;Nej;;
28104848211;Seroquel;filmovertrukne tabletter;100 mg;QUETIAPIN FUMARAT;ChemVet Pharma ApS;N05AH04;Par-Imp;DKMA;10-05-2011;Ja;;
28103259901;Seroquel;filmovertrukne tabletter;150 mg;QUETIAPIN FUMARAT;AstraZeneca A/S;N05AH04;MRP;CMS;19-11-2001;Nej;;
28103233601;Seroquel;filmovertrukne tabletter;200 mg;QUETIAPIN FUMARAT;AstraZeneca A/S;N05AH04;MRP;CMS;19-06-2001;Nej;;
28103233401;Seroquel;filmovertrukne tabletter;25 mg;QUETIAPIN FUMARAT;AstraZeneca A/S;N05AH04;MRP;CMS;19-06-2001;Nej;;
28103260001;Seroquel;filmovertrukne tabletter;300 mg;QUETIAPIN FUMARAT;AstraZeneca A/S;N05AH04;MRP;CMS;19-11-2001;Nej;;
28104317308;Seroquel Prolong;depottabletter;150 mg;QUETIAPIN FUMARAT;AstraZeneca A/S;N05AH04;Decentral procedure;CMS;08-01-2009;Ja;;
28104203207;Seroquel Prolong;depottabletter;200 mg;QUETIAPIN FUMARAT;AstraZeneca A/S;N05AH04;MRP;CMS;10-01-2008;Ja;;
28104203307;Seroquel Prolong;depottabletter;300 mg;QUETIAPIN FUMARAT;AstraZeneca A/S;N05AH04;MRP;CMS;10-01-2008;Ja;;
28104203407;Seroquel Prolong;depottabletter;400 mg;QUETIAPIN FUMARAT;AstraZeneca A/S;N05AH04;MRP;CMS;10-01-2008;Nej;;
28104203107;Seroquel Prolong;depottabletter;50 mg;QUETIAPIN FUMARAT;AstraZeneca A/S;N05AH04;MRP;CMS;10-01-2008;Ja;;
28103233701;Seroquel Startpakke;filmovertrukne tabletter;;QUETIAPIN FUMARAT;AstraZeneca A/S;N05AH04;MRP;CMS;19-06-2001;Nej;;
28101389389;Seroxat;filmovertrukne tabletter;20 mg;PAROXETINHYDROCHLORID anhydrat;GlaxoSmithKline Pharma A/S;N06AB05;MRP;CMS;15-01-1993;Ja;;
28103365102;Seroxat;filmovertrukne tabletter;30 mg;Paroxetinhydrochloridhemihydrat;GlaxoSmithKline Pharma A/S;N06AB05;MRP;CMS;27-02-2003;Ja;;
28105521914;"Sertralin ""Accord""";filmovertrukne tabletter;100 mg;SERTRALINHYDROCHLORID;Accord Healthcare B.V.;N06AB06;Decentral procedure;CMS;05-02-2016;Ja;;
28105521814;"Sertralin ""Accord""";filmovertrukne tabletter;50 mg;SERTRALINHYDROCHLORID;Accord Healthcare B.V.;N06AB06;Decentral procedure;CMS;05-02-2016;Ja;;
28106605721;"Sertraline ""Orifarm""";filmovertrukne tabletter;25 mg;SERTRALINHYDROCHLORID;Orifarm Generics A/S;N06AB06;Decentral procedure;CMS;18-05-2022;Nej;;
28103351202;"Sertralin ""Hexal""";filmovertrukne tabletter;100 mg;SERTRALINHYDROCHLORID;Hexal A/S;N06AB06;MRP;RMS;08-12-2003;Ja;;
28103351102;"Sertralin ""Hexal""";filmovertrukne tabletter;50 mg;SERTRALINHYDROCHLORID;Hexal A/S;N06AB06;MRP;RMS;08-12-2003;Ja;;
28103733904;"Sertralin ""KRKA""";filmovertrukne tabletter;100 mg;SERTRALINHYDROCHLORID;Krka Sverige AB;N06AB06;MRP;CMS;08-04-2005;Ja;;
28103733804;"Sertralin ""KRKA""";filmovertrukne tabletter;50 mg;SERTRALINHYDROCHLORID;Krka Sverige AB;N06AB06;MRP;CMS;08-04-2005;Ja;;
28103903406;"Sertralin ""Orion""";filmovertrukne tabletter;100 mg;SERTRALINHYDROCHLORID;Orion Corporation;N06AB06;MRP;CMS;18-06-2007;Nej;;
28103903306;"Sertralin ""Orion""";filmovertrukne tabletter;50 mg;SERTRALINHYDROCHLORID;Orion Corporation;N06AB06;MRP;CMS;18-06-2007;Nej;;
28103929606;"Sertralin ""Teva""";filmovertrukne tabletter;100 mg;SERTRALINHYDROCHLORID;Teva B.V.;N06AB06;MRP;CMS;16-11-2006;Ja;;
28103929506;"Sertralin ""Teva""";filmovertrukne tabletter;50 mg;SERTRALINHYDROCHLORID;Teva B.V.;N06AB06;MRP;CMS;16-11-2006;Ja;;
28106438420;"Sertralin ""Zentiva""";filmovertrukne tabletter;25 mg;SERTRALINHYDROCHLORID;Zentiva k.s.;N06AB06;Decentral procedure;RMS;10-11-2021;Ja;;
28105777916;Sertramyl;filmovertrukne tabletter;100 mg;SERTRALINHYDROCHLORID;Viatris Limited;N06AB06;Decentral procedure;RMS;27-11-2017;Nej;;
28105777816;Sertramyl;filmovertrukne tabletter;50 mg;SERTRALINHYDROCHLORID;Viatris Limited;N06AB06;Decentral procedure;RMS;27-11-2017;Nej;;
28103352002;Sertrix;filmovertrukne tabletter;100 mg;SERTRALIN;Hexal A/S;N06AB06;MRP;RMS;08-12-2003;Nej;;
28103351902;Sertrix;filmovertrukne tabletter;50 mg;SERTRALIN;Hexal A/S;N06AB06;MRP;RMS;08-12-2003;Nej;;
28103434602;Sertrone;filmovertrukne tabletter;100 mg;SERTRALINHYDROCHLORID;Krka Sverige AB;N06AB06;MRP;RMS;09-03-2005;Nej;;
28103850205;Sertrone;filmovertrukne tabletter;25 mg;SERTRALINHYDROCHLORID;Krka Sverige AB;N06AB06;MRP;RMS;17-01-2008;Ja;;
28103434502;Sertrone;filmovertrukne tabletter;50 mg;SERTRALINHYDROCHLORID;Krka Sverige AB;N06AB06;MRP;RMS;09-03-2005;Nej;;
28103579503;Setrogen;injektionsvæske, opløsning;2 mg/ml;ONDANSETRONHYDROCHLORIDDIHYDRAT;Viatris Limited;A04AA01;MRP;RMS;30-09-2004;Nej;;
28104718510;"Sevelamercarbonat ""Aurobindo""";filmovertrukne tabletter;800 mg;sevelamer carbonate;Aurobindo Pharma (Malta) Limited;V03AE02;Decentral procedure;RMS;22-05-2014;Nej;;
28105857416;"Sevelamercarbonat ""Aurobindo""";pulver til oral suspension;2,4 g;sevelamer carbonate;Aurobindo Pharma (Malta) Limited;V03AE02;Decentral procedure;RMS;05-07-2017;Nej;;
28105425514;"Sevelamer carbonate ""Winthrop""";filmovertrukne tabletter;800 mg;sevelamer carbonate;Genzyme Europe B.V.;V03AE02;Central;MOD;15-01-2015;Nej;;
28106023517;"Sevelamer carbonate ""Winthrop""";pulver til oral suspension;0,8 g;sevelamer carbonate;Genzyme Europe B.V.;V03AE02;Central;MOD;20-09-2018;Nej;;
28105425614;"Sevelamer carbonate ""Winthrop""";pulver til oral suspension;2,4 g;sevelamer carbonate;Genzyme Europe B.V.;V03AE02;Central;MOD;15-01-2015;Nej;;
28105157812;"Sevelamercarbonat ""Genthon""";filmovertrukne tabletter;800 mg;sevelamer carbonate;Genthon BV;V03AE02;Decentral procedure;RMS;22-05-2014;Nej;;
28105645315;"Sevelamercarbonat ""Genthon""";pulver til oral suspension;2,4 g;sevelamer carbonate;Genthon BV;V03AE02;Decentral procedure;RMS;30-09-2016;Nej;;
28105159312;"Sevelamercarbonat ""Mylan""";filmovertrukne tabletter;800 mg;sevelamer carbonate;Mylan AB;V03AE02;Decentral procedure;RMS;22-05-2014;Nej;;
28105645415;"Sevelamercarbonat ""Mylan Pharma""";pulver til oral suspension;2,4 g;sevelamer carbonate;Mylan Pharmaceuticals Limited;V03AE02;Decentral procedure;RMS;08-05-2017;Nej;;
28105159512;"Sevelamercarbonat ""Sandoz""";filmovertrukne tabletter;800 mg;sevelamer carbonate;Sandoz A/S;V03AE02;Decentral procedure;RMS;22-05-2014;Nej;;
28105157912;"Sevelamercarbonat ""Stada""";filmovertrukne tabletter;800 mg;sevelamer carbonate;STADA Arzneimittel AG;V03AE02;Decentral procedure;RMS;18-08-2014;Ja;;
28105645515;"Sevelamercarbonat ""Stada""";pulver til oral suspension;2,4 g;sevelamer carbonate;STADA Arzneimittel AG;V03AE02;Decentral procedure;RMS;17-10-2016;Nej;;
28105260013;"Sevelamercarbonat ""Stada Arzneimittel AG""";filmovertrukne tabletter;800 mg;sevelamer carbonate;STADA Arzneimittel AG;V03AE02;Decentral procedure;RMS;18-08-2014;Nej;;
28104718310;"Sevelamercarbonat ""Synthon""";filmovertrukne tabletter;800 mg;sevelamer carbonate;Synthon BV;V03AE02;Decentral procedure;RMS;22-05-2014;Nej;;
28104718410;"Sevelamercarbonat ""Zentiva""";filmovertrukne tabletter;800 mg;sevelamer carbonate;Zentiva k.s.;V03AE02;Decentral procedure;RMS;22-05-2014;Nej;;
28106145818;"Sevelamerhydrochlorid ""Waymade""";filmovertrukne tabletter;800 mg;Sevelamerhydrochlorid;Waymade B.V.;V03AE02;Decentral procedure;RMS;19-09-2019;Ja;;
28104718710;"Sevelamer ""Sandoz""";filmovertrukne tabletter;800 mg;sevelamer carbonate;Sandoz A/S;V03AE02;Decentral procedure;RMS;22-05-2014;Ja;;
28104718610;Sevemed;filmovertrukne tabletter;800 mg;sevelamer carbonate;MEDICE Arzneimittel Pütter GmbH & Co. KG;V03AE02;Decentral procedure;RMS;18-06-2014;Nej;;
28103286501;SevoFlo;væske til inhalationsdamp;100%;SEVOFLURAN;Zoetis Belgium SA;QN01AB08;Central;MOD;13-12-2002;Ja;;
28103501503;"Sevofluran ""Baxter""";væske til inhalationsdamp;1 ml/ml;SEVOFLURAN;Baxter A/S;N01AB08;MRP;RMS;14-12-2004;Ja;;
28105652515;Sevohale;væske til inhalationsdamp;100 %;SEVOFLURAN;Chanelle Pharmaceuticals Manufacturing Limited;QN01AB08;Central;MOD;21-06-2016;Ja;;
28101697994;Sevorane;væske til inhalationsdamp;;SEVOFLURAN;AbbVie A/S;N01AB08;National;DKMA;15-03-1996;Nej;;
28104728510;Sevorane;væske til inhalationsdamp;;SEVOFLURAN;2care4 ApS;N01AB08;Par-Imp;DKMA;22-12-2010;Ja;;
28105097712;Sevorane;væske til inhalationsdamp;;SEVOFLURAN;Paranova Danmark A/S;N01AB08;Par-Imp;DKMA;28-08-2012;Ja;;
28105873516;Sevorane;væske til inhalationsdamp;;SEVOFLURAN;Abacus Medicine A/S;N01AB08;Par-Imp;DKMA;13-01-2017;Ja;;
28106856122;Sevorane;væske til inhalationsdamp;;SEVOFLURAN;Medartuum AB;N01AB08;Par-Imp;DKMA;06-03-2023;Nej;;
28105916717;Sevotek;væske til inhalationsdamp;1000 mg/g;SEVOFLURAN;Laboratorios Karizoo, S.A.;QN01AB08;Decentral procedure;CMS;07-02-2018;Ja;;
28105877716;Shingrix;pulver og suspension til injektionsvæske, suspension;50 mikrogram/0,5 ml;Varicella zoster virus, overflade glycoprotein E (rekombinant);GlaxoSmithKline Biologicals;J07BK03;Central;MOD;23-03-2018;Ja;;
28105524414;Sialanar;oral opløsning;320 mikrogram/ml;GLYCOPYRRONIUMBROMID;Proveca Limited;A03AB02;Central;RAP;15-09-2016;Ja;;
28101121682;Sibelium;filmovertrukne tabletter;10 mg;FLUNARIZINHYDROCHLORID;Janssen-Cilag A/S;N07CA03;National;DKMA;13-07-1987;Ja;;
28106364719;Sibnayal;depotgranulat;24 mEq;Kaliumcitrat, KALIUMHYDROGENCARBONAT;ADVICENNE;A12BA30;Central;MOD;30-04-2021;Ja;;
28106364619;Sibnayal;depotgranulat;8 mEq;Kaliumcitrat, KALIUMHYDROGENCARBONAT;ADVICENNE;A12BA30;Central;MOD;30-04-2021;Ja;;
28104420608;Sifrol;depottabletter;0,26 mg;PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT;Boehringer Ingelheim Int. GmbH;N04BC05;Central;RAP;08-10-2009;Nej;;
28104420708;Sifrol;depottabletter;0,52 mg;PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT;Boehringer Ingelheim Int. GmbH;N04BC05;Central;RAP;08-10-2009;Nej;;
28104420808;Sifrol;depottabletter;1,05 mg;PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT;Boehringer Ingelheim Int. GmbH;N04BC05;Central;RAP;08-10-2009;Nej;;
28104589409;Sifrol;depottabletter;1,57 mg;PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT;Boehringer Ingelheim Int. GmbH;N04BC05;Central;RAP;14-06-2010;Nej;;
28104420908;Sifrol;depottabletter;2,1 mg;PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT;Boehringer Ingelheim Int. GmbH;N04BC05;Central;RAP;08-10-2009;Nej;;
28104589509;Sifrol;depottabletter;2,62 mg;PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT;Boehringer Ingelheim Int. GmbH;N04BC05;Central;RAP;14-06-2010;Nej;;
28104421008;Sifrol;depottabletter;3,15 mg;PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT;Boehringer Ingelheim Int. GmbH;N04BC05;Central;RAP;08-10-2009;Nej;;
28101825796;Sifrol;tabletter;0,088 mg;PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT;Boehringer Ingelheim Int. GmbH;N04BC05;Central;RAP;14-10-1997;Ja;;
28101825896;Sifrol;tabletter;0,18 mg;PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT;Boehringer Ingelheim Int. GmbH;N04BC05;Central;RAP;14-10-1997;Ja;;
28103056998;Sifrol;tabletter;0,35 mg;PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT;Boehringer Ingelheim Int. GmbH;N04BC05;Central;RAP;16-11-1999;Nej;;
28101825996;Sifrol;tabletter;0,7 mg;PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT;Boehringer Ingelheim Int. GmbH;N04BC05;Central;RAP;14-10-1997;Nej;;
28104781710;Signifor;injektionsvæske, opløsning;0,3 mg;pasireotiddiaspartat;Recordati Rare Diseases;H01CB05;Central;MOD;24-04-2012;Nej;;
28104781810;Signifor;injektionsvæske, opløsning;0,6 mg;pasireotiddiaspartat;Recordati Rare Diseases;H01CB05;Central;MOD;24-04-2012;Ja;;
28104781910;Signifor;injektionsvæske, opløsning;0,9 mg;pasireotiddiaspartat;Recordati Rare Diseases;H01CB05;Central;MOD;24-04-2012;Nej;;
28105904816;Signifor;pulver og solvens til injektionsvæske, suspension;10 mg;Pasireotide;Recordati Rare Diseases;H01CB05;Central;MOD;18-09-2017;Nej;;
28105364613;Signifor;pulver og solvens til injektionsvæske, suspension;20 mg;Pasireotide;Recordati Rare Diseases;H01CB05;Central;MOD;19-11-2014;Ja;;
28105904916;Signifor;pulver og solvens til injektionsvæske, suspension;30 mg;Pasireotide;Recordati Rare Diseases;H01CB05;Central;MOD;18-09-2017;Nej;;
28105364713;Signifor;pulver og solvens til injektionsvæske, suspension;40 mg;Pasireotide;Recordati Rare Diseases;H01CB05;Central;MOD;19-11-2014;Ja;;
28105364813;Signifor;pulver og solvens til injektionsvæske, suspension;60 mg;Pasireotide;Recordati Rare Diseases;H01CB05;Central;MOD;19-11-2014;Ja;;
28103865905;Siklos;filmovertrukne tabletter;1000 mg;Hydroxycarbamid;Addmedica;L01XX05;Central;MOD;29-06-2007;Ja;;
28104653710;Siklos;filmovertrukne tabletter;100 mg;Hydroxycarbamid;Addmedica;L01XX05;Central;MOD;28-02-2011;Ja;;
28103968706;Silapo;injektionsvæske, opløsning;10.000 IE/ml;Epoetin zeta;STADA Arzneimittel AG;B03XA01;Central;MOD;18-12-2007;Nej;;
28103968606;Silapo;injektionsvæske, opløsning;3.333 IE/ml;Epoetin zeta;STADA Arzneimittel AG;B03XA01;Central;MOD;18-12-2007;Nej;;
28103968806;Silapo;injektionsvæske, opløsning;40.000 IE/ml;Epoetin zeta;STADA Arzneimittel AG;B03XA01;Central;MOD;18-12-2007;Nej;;
28104403208;"Sildenafil ""1A Farma""";tabletter;100 mg;SILDENAFILCITRAT;1A Farma A/S;G04BE03;Decentral procedure;CMS;25-09-2009;Ja;;
28104402908;"Sildenafil ""1A Farma""";tabletter;25 mg;SILDENAFILCITRAT;1A Farma A/S;G04BE03;Decentral procedure;CMS;25-09-2009;Nej;;
28104403008;"Sildenafil ""1A Farma""";tabletter;50 mg;SILDENAFILCITRAT;1A Farma A/S;G04BE03;Decentral procedure;CMS;25-09-2009;Ja;;
28104604409;"Sildenafil ""Accord""";filmovertrukne tabletter;100 mg;SILDENAFILCITRAT;Accord Healthcare B.V.;G04BE03;Decentral procedure;CMS;01-03-2011;Ja;;
28104604209;"Sildenafil ""Accord""";filmovertrukne tabletter;25 mg;SILDENAFILCITRAT;Accord Healthcare B.V.;G04BE03;Decentral procedure;CMS;01-03-2011;Nej;;
28104604309;"Sildenafil ""Accord""";filmovertrukne tabletter;50 mg;SILDENAFILCITRAT;Accord Healthcare B.V.;G04BE03;Decentral procedure;CMS;01-03-2011;Ja;;
28104440008;"Sildenafil ""Actavis""";filmovertrukne tabletter;100 mg;SILDENAFILCITRAT;Actavis Group PTC ehf.;G04BE03;Central;MOD;10-12-2009;Nej;;
28104439808;"Sildenafil ""Actavis""";filmovertrukne tabletter;25 mg;SILDENAFILCITRAT;Actavis Group PTC ehf.;G04BE03;Central;MOD;10-12-2009;Nej;;
28104439908;"Sildenafil ""Actavis""";filmovertrukne tabletter;50 mg;SILDENAFILCITRAT;Actavis Group PTC ehf.;G04BE03;Central;MOD;10-12-2009;Nej;;
28104471109;"Sildenafil ""Medical Valley""";filmovertrukne tabletter;100 mg;SILDENAFILCITRAT;Medical Valley Invest AB;G04BE03;Decentral procedure;CMS;17-08-2011;Nej;;
28104470909;"Sildenafil ""Medical Valley""";filmovertrukne tabletter;25 mg;SILDENAFILCITRAT;Medical Valley Invest AB;G04BE03;Decentral procedure;CMS;17-08-2011;Nej;;
28104471009;"Sildenafil ""Medical Valley""";filmovertrukne tabletter;50 mg;SILDENAFILCITRAT;Medical Valley Invest AB;G04BE03;Decentral procedure;CMS;17-08-2011;Nej;;
28104551309;"Sildenafil ""Mylan""";filmovertrukne tabletter;100 mg;SILDENAFILCITRAT;Mylan AB;G04BE03;Decentral procedure;CMS;01-09-2010;Ja;;
