"category","medicine_name","ema_product_number","medicine_status","inn_common_name","active_substance","atc_code_human","therapeutic_indication","marketing_authorisation_holder","marketing_authorisation_date","first_published_date","last_updated_date","medicine_url","ema_slug","source","source_label","source_file_type","source_file_url","source_file_downloaded_at","source_file_local_path","search_key"
"Veterinary","Icthiovac ERM","EMEA/V/C/006309","Authorised","inactivated vaccine against yersiniosis","inactivated vaccine against yersiniosis","","","","","06/12/2024","24/02/2025","https://www.ema.europa.eu/en/medicines/veterinary/EPAR/icthiovac-erm","icthiovac-erm","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","icthiovac erm inactivated vaccine against yersiniosis inactivated vaccine against yersiniosis"
"Human","Idacio","EMEA/H/C/004475","Authorised","adalimumab","adalimumab","L04AB04","Rheumatoid arthritis Idacio in combination with methotrexate, is indicated for: the treatment of moderate to severe, active rheumatoid arthritis in adult patients when the response to disease-modifying anti-rheumatic drugs including methotrexate has been inadequate. the treatment of severe, active and progressive rheumatoid arthritis in adults not previously treated with methotrexate. Idacio can be given as monotherapy in case of intolerance to methotrexate or when continued treatment with methotrexate is inappropriate. Adalimumab has been shown to reduce the rate of progression of joint damage as measured by X-ray and to improve physical function, when given in combination with methotrexate. Juvenile idiopathic arthritis Polyarticular juvenile idiopathic arthritis Idacio in combination with methotrexate is indicated for the treatment of active polyarticular juvenile idiopathic arthritis, in patients from the age of 2 years who have had an inadequate response to one or more disease-modifying anti-rheumatic drugs (DMARDs). Idacio can be given as monotherapy in case of intolerance to methotrexate or when continued treatment with methotrexate is inappropriate (for the efficacy in monotherapy see section 5.1). Adalimumab has not been studied in patients aged less than 2 years. Enthesitis-related arthritis Idacio is indicated for the treatment of active enthesitis-related arthritis in patients, 6 years of age and older, who have had an inadequate response to, or who are intolerant of, conventional therapy (see section 5.1). Axial spondyloarthritis Ankylosing spondylitis (AS) Idacio is indicated for the treatment of adults with severe active ankylosing spondylitis who have had an inadequate response to conventional therapy. Axial spondyloarthritis without radiographic evidence of AS Idacio is indicated for the treatment of adults with severe axial spondyloarthritis without radiographic evidence of AS but with objective signs of inflammation by elevated CRP and/or MRI, who have had an inadequate response to, or are intolerant to nonsteroidal anti-inflammatory drugs. Psoriatic arthritis Idacio is indicated for the treatment of active and progressive psoriatic arthritis in adults when the response to previous disease-modifying anti-rheumatic drug therapy has been inadequate. Adalimumab has been shown to reduce the rate of progression of peripheral joint damage as measured by X-ray in patients with polyarticular symmetrical subtypes of the disease (see section 5.1) and to improve physical function. Psoriasis Idacio is indicated for the treatment of moderate to severe chronic plaque psoriasis in adult patients who are candidates for systemic therapy. Paediatric plaque psoriasis Idacio is indicated for the treatment of severe chronic plaque psoriasis in children and adolescents from 4 years of age who have had an inadequate response to or are inappropriate candidates for topical therapy and phototherapies. Hidradenitis suppurativa (HS) Idacio is indicated for the treatment of active moderate to severe hidradenitis suppurativa (acne inversa) in adults and adolescents from 12 years of age with an inadequate response to conventional systemic HS therapy. Crohn’s disease Idacio is indicated for treatment of moderately to severely active Crohn’s disease, in adult patients who have not responded despite a full and adequate course of therapy with a corticosteroid and/or an immunosuppressant; or who are intolerant to or have medical contraindications for such therapies. Paediatric Crohn's disease Idacio is indicated for the treatment of moderately to severely active Crohn's disease in paediatric patients (from 6 years of age) who have had an inadequate response to conventional therapy including primary nutrition therapy and a corticosteroid and/or an immunomodulator, or who are intolerant to or have contraindications for such therapies. Ulcerative colitis Idacio is indicated for treatment of moderately to severely active ulcerative colitis in adult patients who have had an inadequate response to conventional therapy including corticosteroids and 6 mercaptopurine (6-MP) or azathioprine (AZA), or who are intolerant to or have medical contraindications for such therapies. Uveitis Idacio is indicated for the treatment of non-infectious intermediate, posterior and panuveitis in adult patients who have had an inadequate response to corticosteroids, in patients in need of corticosteroid- sparing, or in whom corticosteroid treatment is inappropriate. Paediatric Uveitis Idacio is indicated for the treatment of paediatric chronic non-infectious anterior uveitis in patients from 2 years of age who have had an inadequate response to or are intolerant to conventional therapy, or in whom conventional therapy is inappropriate.","Fresenius Kabi Deutschland GmbH","02/04/2019","17/04/2019","05/06/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/idacio","idacio","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","idacio adalimumab adalimumab l04ab04 fresenius kabi deutschland gmbh"
"Human","Idefirix","EMEA/H/C/004849","Authorised","imlifidase","imlifidase","L04AA","Idefirix is indicated for desensitisation treatment of highly sensitised adult kidney transplant patients with positive crossmatch against an available deceased donor. The use of Idefirix should be reserved for patients unlikely to be transplanted under the available kidney allocation system including prioritisation programmes for highly sensitised patients.","Hansa Biopharma AB","25/08/2020","28/08/2020","02/07/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/idefirix","idefirix","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","idefirix imlifidase imlifidase l04aa hansa biopharma ab"
"Human","Idelvion","EMEA/H/C/003955","Authorised","albutrepenonacog alfa","albutrepenonacog alfa","B02BD04","Treatment and prophylaxis of bleeding in patients with haemophilia B (congenital factor IX deficiency).","CSL Behring GmbH","11/05/2016","21/12/2017","19/12/2024","https://www.ema.europa.eu/en/medicines/human/EPAR/idelvion","idelvion","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","idelvion albutrepenonacog alfa albutrepenonacog alfa b02bd04 csl behring gmbh"
"Human","IDflu","EMEA/H/C/000966","Withdrawn","influenza vaccine (split virion, inactivated)","influenza virus (inactivated, split) of the following strains:A/California/7/2009 (H1N1)pdm09 - like strain (A/California/7/2009, NYMC X-179A)A/Hong Kong/4801/2014 (H3N2) - like strain (A/Hong Kong/4801/2014, NYMC X-263B)B/Brisbane/60/2008 - like strain (B/Brisbane/60/2008, wild type)","J07BB02","Prophylaxis of influenza in individuals 60 years of age and over, especially in those who run an increased risk of associated complications.The use of IDflu should be based on official recommendations.","Sanofi Pasteur S.A.","24/02/2009","03/01/2017","29/03/2018","https://www.ema.europa.eu/en/medicines/human/EPAR/idflu","idflu","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","idflu influenza virus inactivated split of the following strains a california 7 2009 h1n1 pdm09 like strain a california 7 2009 nymc x 179a a hong kong 4801 2014 h3n2 like strain a hong kong 4801 2014 nymc x 263b b brisbane 60 2008 like strain b brisbane 60 2008 wild type influenza vaccine split virion inactivated j07bb02 sanofi pasteur s a"
"Human","Idhifa","EMEA/H/C/004324","Application withdrawn","","","L01XX","Treatment of acute myeloid leukaemia (AML)","Celgene Europe BV","","31/01/2020","07/02/2020","https://www.ema.europa.eu/en/medicines/human/EPAR/idhifa","idhifa","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","idhifa l01xx celgene europe bv"
"Human","Ifinwil","EMEA/H/C/006067","Application withdrawn","eflornithine","eflornithine hydrochloride monohydrate","L01XX79","Treatment of high-risk neuroblastoma responsive to prior multiagent, multimodality therapy&nbsp;","Norgine B.V.","","25/07/2025","","https://www.ema.europa.eu/en/medicines/human/EPAR/ifinwil","ifinwil","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","ifinwil eflornithine hydrochloride monohydrate eflornithine l01xx79 norgine b v"
"Human","Ifirmacombi","EMEA/H/C/002302","Authorised","irbesartan;hydrochlorothiazide","irbesartan;hydrochlorothiazide","C09DA04","Treatment of essential hypertension. This fixed dose combination is indicated in adult patients whose blood pressure is not adequately controlled on irbesartan or hydrochlorothiazide alone.","Krka, d.d., Novo mesto","04/03/2011","20/12/2017","16/01/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/ifirmacombi","ifirmacombi","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","ifirmacombi irbesartan hydrochlorothiazide irbesartan hydrochlorothiazide c09da04 krka d d novo mesto"
"Human","Ifirmasta (previously Irbesartan Krka)","EMEA/H/C/000962","Authorised","irbesartan","irbesartan hydrochloride","C09CA04","Treatment of essential hypertension. Treatment of renal disease in patients with hypertension and type 2 diabetes mellitus as part of an antihypertensive medicinal product regimen.","Krka, d.d., Novo mesto","01/12/2008","05/10/2016","06/05/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/ifirmasta","ifirmasta","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","ifirmasta previously irbesartan krka irbesartan hydrochloride irbesartan c09ca04 krka d d novo mesto"
"Human","Ikervis","EMEA/H/C/002066","Authorised","ciclosporin","ciclosporin","S01XA18","Treatment of severe keratitis in adult patients with dry eye disease, which has not improved despite treatment with tear substitutes.","Santen Oy","19/03/2015","09/01/2017","23/06/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/ikervis","ikervis","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","ikervis ciclosporin ciclosporin s01xa18 santen oy"
"Human","Ilaris","EMEA/H/C/001109","Authorised","canakinumab","canakinumab","L04AC08","Periodic fever syndromes Ilaris is indicated for the treatment of the following autoinflammatory periodic fever syndromes in adults, adolescents and children aged 2 years and older: Cryopyrin-associated periodic syndromes Ilaris is indicated for the treatment of cryopyrin-associated periodic syndromes (CAPS) including: Muckle-Wells syndrome (MWS), Neonatal-onset multisystem inflammatory disease (NOMID) / chronic infantile neurological, cutaneous, articular syndrome (CINCA), Severe forms of familial cold autoinflammatory syndrome (FCAS) / familial cold urticaria (FCU) presenting with signs and symptoms beyond cold-induced urticarial skin rash. Tumour necrosis factor receptor associated periodic syndrome (TRAPS) Ilaris is indicated for the treatment of tumour necrosis factor (TNF) receptor associated periodic syndrome (TRAPS). Hyperimmunoglobulin D syndrome (HIDS)/mevalonate kinase deficiency (MKD) Ilaris is indicated for the treatment of hyperimmunoglobulin D syndrome (HIDS)/mevalonate kinase deficiency (MKD). Familial Mediterranean fever (FMF) Ilaris is indicated for the treatment of Familial Mediterranean Fever (FMF). Ilaris should be given in combination with colchicine, if appropriate. Ilaris is also indicated for the treatment of: Still’s disease Ilaris is indicated for the treatment of active Still’s disease including adult-onset Still’s disease (AOSD) and systemic juvenile idiopathic arthritis (SJIA) in patients aged 2 years and older who have responded inadequately to previous therapy with non-steroidal anti-inflammatory drugs (NSAIDs) and systemic corticosteroids. Ilaris can be given as monotherapy or in combination with methotrexate. Gouty arthritis Ilaris is indicated for the symptomatic treatment of adult patients with frequent gouty arthritis attacks (at least 3 attacks in the previous 12 months) in whom non-steroidal anti-inflammatory drugs (NSAIDs) and colchicine are contraindicated, are not tolerated, or do not provide an adequate response, and in whom repeated courses of corticosteroids are not appropriate.","Novartis Europharm Limited","23/10/2009","30/07/2018","05/05/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/ilaris","ilaris","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","ilaris canakinumab canakinumab l04ac08 novartis europharm limited"
"Human","Iloperidone Vanda Pharmaceuticals","EMEA/H/C/006561","Refused","iloperidone","iloperidone","N05AX14","Iloperidone is indicated for: treatment of schizophrenia in adults acute treatment of manic or mixed episodes associated with bipolar I disorder in adults","Vanda Pharmaceuticals Netherlands B.V.","","27/02/2026","29/06/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/iloperidone-vanda-pharmaceuticals","iloperidone-vanda-pharmaceuticals","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","iloperidone vanda pharmaceuticals iloperidone iloperidone n05ax14 vanda pharmaceuticals netherlands b v"
"Human","Ilumetri","EMEA/H/C/004514","Authorised","tildrakizumab","tildrakizumab","L04AC","Ilumetri is indicated for the treatment of adults with moderate to severe plaque psoriasis who are candidates for systemic therapy.","Almirall, S.A.","17/09/2018","27/07/2018","07/05/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/ilumetri","ilumetri","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","ilumetri tildrakizumab tildrakizumab l04ac almirall s a"
"Human","Ilumira","EMEA/H/C/006596","Authorised","lutetium (177Lu) chloride","lutetium (177Lu) chloride","V10X","Ilumira is a radiopharmaceutical precursor, and it is not intended for direct use in patients. It is to be used only for the radiolabelling of carrier molecules that have been specifically developed and authorised for radiolabelling with lutetium (177Lu) chloride.","Shine Europe B.V.","26/03/2026","30/01/2026","01/04/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/ilumira","ilumira","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","ilumira lutetium 177lu chloride lutetium 177lu chloride v10x shine europe b v"
"Human","Imaavy","EMEA/H/C/006379","Authorised","nipocalimab","nipocalimab","L04AL03","Imaavy is indicated as an add-on to standard therapy for the treatment of generalised myasthenia gravis (gMG) in adult and adolescent patients aged 12 years of age and older who are anti‑acetylcholine receptor (AChR) or anti-muscle-specific tyrosine kinase (MuSK) antibody positive.","Janssen Cilag International NV","28/11/2025","19/09/2025","12/12/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/imaavy","imaavy","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","imaavy nipocalimab nipocalimab l04al03 janssen cilag international nv"
"Human","Imagify","EMEA/H/C/002347","Application withdrawn","","perflubutane","V08D","ultrasound imaging agent indicated for the detection of coronary artery disease (CAD)","Acusphere Ltd","","28/08/2014","04/02/2015","https://www.ema.europa.eu/en/medicines/human/EPAR/imagify","imagify","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","imagify perflubutane v08d acusphere ltd"
"Human","Imatinib Accord","EMEA/H/C/002681","Authorised","imatinib","imatinib","L01EA01","Imatinib Accord is indicated for the treatment of adult and paediatric patients with newly diagnosed Philadelphia chromosome (bcr-abl) positive (Ph+) chronic myeloid leukaemia (CML) for whom bone marrow transplantation is not considered as the first line of treatment. adult and paediatric patients with Ph+ CML in chronic phase after failure of interferon-alpha therapy, or in accelerated phase or blast crisis.&nbsp; adult and paediatric patients with newly diagnosed Philadelphia chromosome positive acute lymphoblastic leukaemia (Ph+ ALL) integrated with chemotherapy.&nbsp; adult patients with relapsed or refractory Ph+ ALL as monotherapy.&nbsp; adult patients with myelodysplastic/myeloproliferative diseases (MDS/MPD) associated with platelet-derived growth factor receptor (PDGFR) gene re-arrangements.&nbsp; adult patients with advanced hypereosinophilic syndrome (HES) and/or chronic eosinophilic leukaemia (CEL) with FIP1L1-PDGFR? rearrangement.&nbsp; adult patients with unresectable dermatofibrosarcoma protuberans (DFSP) and adult patients with recurrent and/or metastatic DFSP who are not eligible for surgery. the treatment of adult patients with Kit (CD 117) positive unresectable and/or metastatic malignant gastrointestinal stromal tumours (GIST).&nbsp; the adjuvant treatment of adult patients who are at significant risk of relapse following resection of Kit (CD117)-positive GIST.&nbsp; Patients who have a low or very low risk of recurrence should not receive adjuvant treatment The effect of imatinib on the outcome of bone marrow transplantation has not been determined. In adult and paediatric patients, the effectiveness of imatinib is based on overall haematological and cytogenetic response rates and progression-free survival in CML, on haematological and cytogenetic response rates in Ph+ ALL, MDS/MPD, on haematological response rates in HES/CEL and on objective response rates in adult patients with unresectable and/or metastatic DFSP. The experience with imatinib in patients with MDS/MPD associated with PDGFR gene re-arrangements is very limited (see section 5.1). Except in newly diagnosed chronic phase CML, there are no controlled trials demonstrating a clinical benefit or increased survival for these diseases.","Accord Healthcare S.L.U.","30/06/2013","16/05/2017","01/06/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/imatinib-accord","imatinib-accord","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","imatinib accord imatinib imatinib l01ea01 accord healthcare s l u"
"Human","Imatinib Actavis","EMEA/H/C/002594","Withdrawn","imatinib","imatinib","L01EA01","Imatinib Actavis is indicated for the treatment of: paediatric patients with newly diagnosed Philadelphia chromosome (bcr-abl) positive (Ph+) chronic myeloid leukaemia (CML) for whom bone marrow transplantation is not considered as the first line of treatment; paediatric patients with Ph+ CML in chronic phase after failure of interferon-alpha therapy, or in accelerated phase or blast crisis; adult patients with Ph+ CML in blast crisis; adult patients with newly diagnosed Philadelphia chromosome positive acute lymphoblastic leukaemia (Ph+ ALL) integrated with chemotherapy; adult patients with relapsed or refractory Ph+ ALL as monotherapy; adult patients with myelodysplastic/myeloproliferative diseases (MDS/MPD) associated with platelet-derived growth factor receptor (PDGFR) gene re-arrangements; adult patients with advanced hypereosinophilic syndrome (HES) and/or chronic eosinophilic leukaemia (CEL) with FIP1L1-PDGFR rearrangement; the treatment of adult patients with unresectable dermatofibrosarcoma protuberans (DFSP) and adult patients with recurrent and/or metastatic DFSP who are not eligible for surgery. The effect of imatinib on the outcome of bone marrow transplantation has not been determined. Imatinib Actavis is indicated for: In adult and paediatric patients, the effectiveness of imatinib is based on overall haematological and cytogenetic response rates and progression-free survival in CML, on haematological and cytogenetic response rates in Ph+ ALL, MDS/MPD, on haematological response rates in HES/CEL and on objective response rates in adult patients with unresectable and/or metastatic DFSP. The experience with imatinib in patients with MDS/MPD associated with PDGFR gene re-arrangements is very limited. There are no controlled trials demonstrating a clinical benefit or increased survival for these diseases.","Actavis Group PTC ehf","17/04/2013","08/01/2018","05/07/2022","https://www.ema.europa.eu/en/medicines/human/EPAR/imatinib-actavis","imatinib-actavis","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","imatinib actavis imatinib imatinib l01ea01 actavis group ptc ehf"
"Human","Imatinib Koanaa","EMEA/H/C/005595","Withdrawn","imatinib","imatinib mesilate","L01EA01","Imatinib Koanaa is indicated for the treatment of adult and paediatric patients with newly diagnosed Philadelphia chromosome (bcr-abl) positive (Ph+) chronic myeloid leukaemia (CML) for whom bone marrow transplantation is not considered as the first line of treatment. adult and paediatric patients with Ph+ CML in chronic phase after failure of interferon-alpha therapy, or in accelerated phase or blast crisis. adult and paediatric patients with newly diagnosed Philadelphia chromosome positive acute lymphoblastic leukaemia (Ph+ ALL) integrated with chemotherapy. adult patients with relapsed or refractory Ph+ ALL as monotherapy. adult patients with myelodysplastic/myeloproliferative diseases (MDS/MPD) associated with platelet-derived growth factor receptor (PDGFR) gene re-arrangements. adult patients with advanced hypereosinophilic syndrome (HES) and/or chronic eosinophilic leukaemia (CEL) with FIP1L1-PDGFR? rearrangement. The effect of Imatinib on the outcome of bone marrow transplantation has not been determined. Imatinib Koanaa is indicated for the treatment of adult patients with Kit (CD 117) positive unresectable and/or metastatic malignant gastrointestinal stromal tumours (GIST). the adjuvant treatment of adult patients who are at significant risk of relapse following resection of Kit (CD117)-positive GIST. Patients who have a low or very low risk of recurrence should not receive adjuvant treatment. the treatment of adult patients with unresectable dermatofibrosarcoma protuberans (DFSP) and adult patients with recurrent and/or metastatic DFSP who are not eligible for surgery. In adult and paediatric patients, the effectiveness of Imatinib is based on overall haematological and cytogenetic response rates and progression-free survival in CML, on haematological and cytogenetic response rates in Ph+ ALL, MDS/MPD, on haematological response rates in HES/CEL and on objective response rates in adult patients with unresectable and/or metastatic GIST and DFSP and on recurrence-free survival in adjuvant GIST. The experience with Imatinib in patients with MDS/MPD associated with PDGFR gene re-arrangements is very limited (see section 5.1). Except in newly diagnosed chronic phase CML, there are no controlled trials demonstrating a clinical benefit or increased survival for these diseases.","Koanaa Healthcare GmbH","22/09/2021","01/10/2021","19/10/2023","https://www.ema.europa.eu/en/medicines/human/EPAR/imatinib-koanaa","imatinib-koanaa","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","imatinib koanaa imatinib mesilate imatinib l01ea01 koanaa healthcare gmbh"
"Human","Imatinib medac","EMEA/H/C/002692","Withdrawn","imatinib","imatinib","L01XE01","Imatinib medac is indicated for the treatment of: paediatric patients with newly diagnosed Philadelphia chromosome (bcr-abl) positive (Ph+) chronic myeloid leukaemia (CML) for whom bone marrow transplantation is not considered as the first line of treatment; paediatric patients with Ph+CML in chronic phase after failure of interferon-alpha therapy, or in accelerated phase; adult and paediatric patients with Ph+CML in blast crisis; adult and paediatric patients with newly diagnosed Philadelphia chromosome positive acute lymphoblastic leukaemia (Ph+ALL) integrated with chemotherapy; adult patients with relapsed or refractory Ph+ALL as monotherapy; adult patients with myelodysplastic/myeloproliferative diseases (MDS/MPD) associated with platelet-derived growth factor receptor (PDGFR) gene re-arrangements; adult patients with advanced hypereosinophilic syndrome (HES) and/or chronic eosinophilic leukaemia (CEL) with FIP1L1-PDGFR? rearrangement; adult patients with unresectable dermatofibrosarcoma protuberans (DFSP) and adult patients with recurrent and/or metastatic DFSP who are not eligible for surgery. The effect of imatinib on the outcome of bone marrow transplantation has not been determined. In adult and paediatric patients, the effectiveness of imatinib is based on overall haematological and cytogenetic response rates and progression-free survival in CML, on haematological and cytogenetic response rates in Ph+ALL, MDS/MPD, on haematological response rates in HES/CEL and on objective response rates in adult patients with unresectable and/or metastatic DFSP. The experience with imatinib in patients with MDS/MPD associated with PDGFR gene re-arrangements is very limited. Except in newly diagnosed chronic phase CML, there are no controlled trials demonstrating a clinical benefit or increased survival for these diseases.","Medac","25/09/2013","11/04/2018","16/10/2019","https://www.ema.europa.eu/en/medicines/human/EPAR/imatinib-medac","imatinib-medac","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","imatinib medac imatinib imatinib l01xe01 medac"
"Human","Imatinib Teva","EMEA/H/C/002585","Authorised","imatinib","imatinib","L01EA01","Imatinib Teva is indicated for the treatment of Adult and paediatric patients with newly diagnosed Philadelphia chromosome (bcr?abl) positive (Ph+) chronic myeloid leukaemia (CML) for whom bone marrow transplantation is not considered as the first line of treatment. Adult and paediatric patients with Ph+ CML in chronic phase after failure of interferon?alpha therapy, or in accelerated phase or blast crisis. Adult and paediatric patients with newly diagnosed Philadelphia chromosome positive acute lymphoblastic leukaemia (Ph+ ALL) integrated with chemotherapy. Adult patients with relapsed or refractory Ph+ ALL as monotherapy. Adult patients with myelodysplastic/myeloproliferative diseases (MDS/MPD) associated with platelet-derived growth factor receptor (PDGFR) gene re-arrangements. Adult patients with advanced hypereosinophilic syndrome (HES) and/or chronic eosinophilic leukaemia (CEL) with FIP1L1-PDGFR? rearrangement. The effect of imatinib on the outcome of bone marrow transplantation has not been determined. Imatinib Teva is indicated for the treatment of adult patients with Kit (CD 117) positive unresectable and/or metastatic malignant gastrointestinal stromal tumours (GIST). the adjuvant treatment of adult patients who are at significant risk of relapse following resection of Kit (CD117)-positive GIST. Patients who have a low or very low risk of recurrence should not receive adjuvant treatment. The treatment of adult patients with unresectable dermatofibrosarcoma protuberans (DFSP) and adult patients with recurrent and/or metastatic DFSP who are not eligible for surgery. In adult and paediatric patients, the effectiveness of imatinib is based on overall haematological and cytogenetic response rates and progression-free survival in CML, on haematological and cytogenetic response rates in Ph+ ALL, MDS/MPD, on haematological response rates in HES/CEL and on objective response rates in adult patients with unresectable and/or metastatic GIST and DFSP and on recurrence-free survival in adjuvant GIST. The experience with imatinib in patients with MDS/MPD associated with PDGFR gene re-arrangements is very limited (see section 5.1). Except in newly diagnosed chronic phase CML, there are no controlled trials demonstrating a clinical benefit or increased survival for these diseases.","Teva B.V.","07/01/2013","25/04/2018","05/03/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/imatinib-teva","imatinib-teva","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","imatinib teva imatinib imatinib l01ea01 teva b v"
