ATC;Anbefaling
N02BF;Overvej seponering af gabapentionider ved generaliseret angst efter ½ -1 års behandling med god effekt. HVORFOR: Der er risiko for bivirkninger (fx afhængighed, svimmelhed og kognitiv svækkelse). HVORDAN: Efter kortvarig behandling (almindeligvis 1-2 uger og højst 4 uger) seponeres ved aftrapning over få dage. Efter langvarig behandling aftrappes dosis langsomt (uger til måneder). Ved seponeringssymptomer aftrappes langsommere, især sidst i forløbet
N04BC05;Overvej seponering af pramipexol ved uro i benene og Restless leg syndrom (RLS). HVORFOR: Ved langvarig behandling kan symptomerne forstærkes, så de optræder tidligere på dagen og breder sig til andre legemsdele (augmentation). HVORDAN: Kan seponeres uden aftrapning ved de normale doser ? 0.54mg til RLS.
N05CF;Seponér benzodiazepiner ved akut belastningsreaktion eller tilpasningsreaktion med angst- og urosymptomer inden for 4 ugers behandling. Langtidsbehandling med benzodiazepin kan dog være indiceret ved behandlingsrefraktær angst. HVORFOR: Effekten aftager, mens bivirkningerne består (fx afhængighed, dagsedation, svimmelhed med øget faldtendens og kognitiv svækkelse). HVORDAN: Efter kortvarig behandling (almindeligvis 1-2 uger og højst 4 uger) seponeres ved aftrapning over få dage. Efter langvarig behandling aftrappes dosis langsomt (uger til måneder). Brug evt. tabletdeler eller medicin-fri dage. Ved seponeringssymptomer aftrappes langsommere, især sidst i forløbet.
N05CD;Seponér benzodiazepiner ved akut belastningsreaktion eller tilpasningsreaktion med angst- og urosymptomer inden for 4 ugers behandling. Langtidsbehandling med benzodiazepin kan dog være indiceret ved behandlingsrefraktær angst. HVORFOR: Effekten aftager, mens bivirkningerne består (fx afhængighed, dagsedation, svimmelhed med øget faldtendens og kognitiv svækkelse). HVORDAN: Efter kortvarig behandling (almindeligvis 1-2 uger og højst 4 uger) seponeres ved aftrapning over få dage. Efter langvarig behandling aftrappes dosis langsomt (uger til måneder). Brug evt. tabletdeler eller medicin-fri dage. Ved seponeringssymptomer aftrappes langsommere, især sidst i forløbet.
N05BA;Seponér benzodiazepiner ved akut belastningsreaktion eller tilpasningsreaktion med angst- og urosymptomer inden for 4 ugers behandling. Langtidsbehandling med benzodiazepin kan dog være indiceret ved behandlingsrefraktær angst. HVORFOR: Effekten aftager, mens bivirkningerne består (fx afhængighed, dagsedation, svimmelhed med øget faldtendens og kognitiv svækkelse). HVORDAN: Efter kortvarig behandling (almindeligvis 1-2 uger og højst 4 uger) seponeres ved aftrapning over få dage. Efter langvarig behandling aftrappes dosis langsomt (uger til måneder). Brug evt. tabletdeler eller medicin-fri dage. Ved seponeringssymptomer aftrappes langsommere, især sidst i forløbet.
N05BA;Seponér benzodiazepiner ved søvnbesvær inden for 2 uger, da den søvnfremkaldende virkning aftager hurtigt. HVORFOR: Effekten aftager, mens bivirkningerne består (fx afhængighed, dagsedation, svimmelhed med øget faldtendens og kognitiv svækkelse). HVORDAN: Efter kortvarig behandling (almindeligvis 1-2 uger og højst 4 uger) seponeres ved aftrapning over få dage. Efter langvarig behandling aftrappes dosis langsomt (uger til måneder). Brug evt. tabletdeler eller medicin-fri dage. Ved seponeringssymptomer aftrappes langsommere, især sidst i forløbet.
N05CF;Seponér benzodiazepiner ved søvnbesvær inden for 2 uger, da den søvnfremkaldende virkning aftager hurtigt. HVORFOR: Effekten aftager, mens bivirkningerne består (fx afhængighed, dagsedation, svimmelhed med øget faldtendens og kognitiv svækkelse). HVORDAN: Efter kortvarig behandling (almindeligvis 1-2 uger og højst 4 uger) seponeres ved aftrapning over få dage. Efter langvarig behandling aftrappes dosis langsomt (uger til måneder). Brug evt. tabletdeler eller medicin-fri dage. Ved seponeringssymptomer aftrappes langsommere, især sidst i forløbet.
N05CD;Seponér benzodiazepiner ved søvnbesvær inden for 2 uger, da den søvnfremkaldende virkning aftager hurtigt. HVORFOR: Effekten aftager, mens bivirkningerne består (fx afhængighed, dagsedation, svimmelhed med øget faldtendens og kognitiv svækkelse). HVORDAN: Efter kortvarig behandling (almindeligvis 1-2 uger og højst 4 uger) seponeres ved aftrapning over få dage. Efter langvarig behandling aftrappes dosis langsomt (uger til måneder). Brug evt. tabletdeler eller medicin-fri dage. Ved seponeringssymptomer aftrappes langsommere, især sidst i forløbet.
N05AF;Seponér antipsykotika ved demens inden for 3 måneders behandling, grundet stor risiko for bivirkninger, herunder øget dødelighed. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N05AE;Seponér antipsykotika ved demens inden for 3 måneders behandling, grundet stor risiko for bivirkninger, herunder øget dødelighed. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N05AD;Seponér antipsykotika ved demens inden for 3 måneders behandling, grundet stor risiko for bivirkninger, herunder øget dødelighed. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N05AB;Seponér antipsykotika ved demens inden for 3 måneders behandling, grundet stor risiko for bivirkninger, herunder øget dødelighed. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N05AX;Seponér antipsykotika ved demens inden for 3 måneders behandling, grundet stor risiko for bivirkninger, herunder øget dødelighed. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N05AL;Seponér antipsykotika ved demens inden for 3 måneders behandling, grundet stor risiko for bivirkninger, herunder øget dødelighed. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N05AH;Seponér antipsykotika ved demens inden for 3 måneders behandling, grundet stor risiko for bivirkninger, herunder øget dødelighed. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N05AG;Seponér antipsykotika ved demens inden for 3 måneders behandling, grundet stor risiko for bivirkninger, herunder øget dødelighed. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N05AX;Seponer antipsykotika ved delir, da antipsykotika muligvis ikke nedsætter varigheden af delirium eller mindsker uro. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N05AB;Seponer antipsykotika ved delir, da antipsykotika muligvis ikke nedsætter varigheden af delirium eller mindsker uro. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N05AD;Seponer antipsykotika ved delir, da antipsykotika muligvis ikke nedsætter varigheden af delirium eller mindsker uro. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N05AE;Seponer antipsykotika ved delir, da antipsykotika muligvis ikke nedsætter varigheden af delirium eller mindsker uro. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N05AF;Seponer antipsykotika ved delir, da antipsykotika muligvis ikke nedsætter varigheden af delirium eller mindsker uro. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N05AG;Seponer antipsykotika ved delir, da antipsykotika muligvis ikke nedsætter varigheden af delirium eller mindsker uro. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N05AH;Seponer antipsykotika ved delir, da antipsykotika muligvis ikke nedsætter varigheden af delirium eller mindsker uro. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N05AL;Seponer antipsykotika ved delir, da antipsykotika muligvis ikke nedsætter varigheden af delirium eller mindsker uro. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N05AX;Seponer antipsykotika ved akut belastningsreaktion med angst- og urosymptomer inden for 4 ugers behandling, da der er betydelig risiko for bivirkninger, trods behandling i lave doser. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N05AB;Seponer antipsykotika ved akut belastningsreaktion med angst- og urosymptomer inden for 4 ugers behandling, da der er betydelig risiko for bivirkninger, trods behandling i lave doser. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N05AD;Seponer antipsykotika ved akut belastningsreaktion med angst- og urosymptomer inden for 4 ugers behandling, da der er betydelig risiko for bivirkninger, trods behandling i lave doser. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N05AE;Seponer antipsykotika ved akut belastningsreaktion med angst- og urosymptomer inden for 4 ugers behandling, da der er betydelig risiko for bivirkninger, trods behandling i lave doser. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N05AF;Seponer antipsykotika ved akut belastningsreaktion med angst- og urosymptomer inden for 4 ugers behandling, da der er betydelig risiko for bivirkninger, trods behandling i lave doser. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N05AG;Seponer antipsykotika ved akut belastningsreaktion med angst- og urosymptomer inden for 4 ugers behandling, da der er betydelig risiko for bivirkninger, trods behandling i lave doser. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N05AH;Seponer antipsykotika ved akut belastningsreaktion med angst- og urosymptomer inden for 4 ugers behandling, da der er betydelig risiko for bivirkninger, trods behandling i lave doser. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N05AL;Seponer antipsykotika ved akut belastningsreaktion med angst- og urosymptomer inden for 4 ugers behandling, da der er betydelig risiko for bivirkninger, trods behandling i lave doser. Antipsykotika kan dog være indiceret ved komorbid psykisk lidelse, fx bipolar lidelse og skizofreni. Revurder jævnligt indikation for behandlingen. I tilfælde, hvor langvarig behandling er indiceret, bør behandlingen foregå i samarbejde med speciallæge i psykiatri. HVORDAN: Seponér ved aftrapning. Lave doser kan seponeres uden aftrapning under forudsætning af grundig information om eventuelle seponeringssymptomer (fx sveden, kvalme, diarré, søvnløshed og motoriske forstyrrelser).
N06AB;Overvej seponering af antidepressiva ved depression efter ½-1 års symptomfrihed ved første depressive episode eller mindst 2 år efter symptomfrihed ved én eller flere tidligere depressioner eller tilstedeværelse af andre risikofaktorer for tilbagefald. HVORDAN: Seponér ved langsom aftrapning over én til flere måneder efter en individuel plan. Reducer dosis med fx 25-50 % med 1-2 ugers mellemrum. Brug evt. tabletdeler. Ved seponeringssymptomer: Forlæng tiden mellem dosisreduktionerne eller foretag langsommere dosisreduktion. Kan især være nødvendigt sidst i forløbet.
N06AA;Overvej seponering af antidepressiva ved depression efter ½-1 års symptomfrihed ved første depressive episode eller mindst 2 år efter symptomfrihed ved én eller flere tidligere depressioner eller tilstedeværelse af andre risikofaktorer for tilbagefald. HVORDAN: Seponér ved langsom aftrapning over én til flere måneder efter en individuel plan. Reducer dosis med fx 25-50 % med 1-2 ugers mellemrum. Brug evt. tabletdeler. Ved seponeringssymptomer: Forlæng tiden mellem dosisreduktionerne eller foretag langsommere dosisreduktion. Kan især være nødvendigt sidst i forløbet.
N06AF;Overvej seponering af antidepressiva ved depression efter ½-1 års symptomfrihed ved første depressive episode eller mindst 2 år efter symptomfrihed ved én eller flere tidligere depressioner eller tilstedeværelse af andre risikofaktorer for tilbagefald. HVORDAN: Seponér ved langsom aftrapning over én til flere måneder efter en individuel plan. Reducer dosis med fx 25-50 % med 1-2 ugers mellemrum. Brug evt. tabletdeler. Ved seponeringssymptomer: Forlæng tiden mellem dosisreduktionerne eller foretag langsommere dosisreduktion. Kan især være nødvendigt sidst i forløbet.
N06AX;Overvej seponering af antidepressiva ved depression efter ½-1 års symptomfrihed ved første depressive episode eller mindst 2 år efter symptomfrihed ved én eller flere tidligere depressioner eller tilstedeværelse af andre risikofaktorer for tilbagefald. HVORDAN: Seponér ved langsom aftrapning over én til flere måneder efter en individuel plan. Reducer dosis med fx 25-50 % med 1-2 ugers mellemrum. Brug evt. tabletdeler. Ved seponeringssymptomer: Forlæng tiden mellem dosisreduktionerne eller foretag langsommere dosisreduktion. Kan især være nødvendigt sidst i forløbet.
N06AB;Overvej seponering af antidepressiva ved demens uden kendt affektiv sygdom efter ½ års behandling. HVORDAN: Seponér ved langsom aftrapning over én til flere måneder efter en individuel plan. Reducer dosis med fx 25-50 % med 1-2 ugers mellemrum. Brug evt. tabletdeler. Ved seponeringssymptomer: Forlæng tiden mellem dosisreduktionerne eller foretag langsommere dosisreduktion. Kan især være nødvendigt sidst i forløbet.
N06AX;Overvej seponering af antidepressiva ved demens uden kendt affektiv sygdom efter ½ års behandling. HVORDAN: Seponér ved langsom aftrapning over én til flere måneder efter en individuel plan. Reducer dosis med fx 25-50 % med 1-2 ugers mellemrum. Brug evt. tabletdeler. Ved seponeringssymptomer: Forlæng tiden mellem dosisreduktionerne eller foretag langsommere dosisreduktion. Kan især være nødvendigt sidst i forløbet.
N06AA;Overvej seponering af antidepressiva ved demens uden kendt affektiv sygdom efter ½ års behandling. HVORDAN: Seponér ved langsom aftrapning over én til flere måneder efter en individuel plan. Reducer dosis med fx 25-50 % med 1-2 ugers mellemrum. Brug evt. tabletdeler. Ved seponeringssymptomer: Forlæng tiden mellem dosisreduktionerne eller foretag langsommere dosisreduktion. Kan især være nødvendigt sidst i forløbet.
N06AF;Overvej seponering af antidepressiva ved demens uden kendt affektiv sygdom efter ½ års behandling. HVORDAN: Seponér ved langsom aftrapning over én til flere måneder efter en individuel plan. Reducer dosis med fx 25-50 % med 1-2 ugers mellemrum. Brug evt. tabletdeler. Ved seponeringssymptomer: Forlæng tiden mellem dosisreduktionerne eller foretag langsommere dosisreduktion. Kan især være nødvendigt sidst i forløbet.
N06AB;Overvej seponering af antidepressiva ved angstlidelse efter ½-1 års behandling med god effekt. HVORDAN: Seponér ved langsom aftrapning over én til flere måneder efter en individuel plan. Reducer dosis med fx 25-50 % med 1-2 ugers mellemrum. Brug evt. tabletdeler.  Ved seponeringssymptomer: Forlæng tiden mellem dosisreduktionerne eller foretag langsommere dosisreduktion. Kan især være nødvendigt sidst i forløbet. 
N06AX;Overvej seponering af antidepressiva ved angstlidelse efter ½-1 års behandling med god effekt. HVORDAN: Seponér ved langsom aftrapning over én til flere måneder efter en individuel plan. Reducer dosis med fx 25-50 % med 1-2 ugers mellemrum. Brug evt. tabletdeler.  Ved seponeringssymptomer: Forlæng tiden mellem dosisreduktionerne eller foretag langsommere dosisreduktion. Kan især være nødvendigt sidst i forløbet. 
N06AA;Overvej seponering af antidepressiva ved angstlidelse efter ½-1 års behandling med god effekt. HVORDAN: Seponér ved langsom aftrapning over én til flere måneder efter en individuel plan. Reducer dosis med fx 25-50 % med 1-2 ugers mellemrum. Brug evt. tabletdeler.  Ved seponeringssymptomer: Forlæng tiden mellem dosisreduktionerne eller foretag langsommere dosisreduktion. Kan især være nødvendigt sidst i forløbet. 
N06AF;Overvej seponering af antidepressiva ved angstlidelse efter ½-1 års behandling med god effekt. HVORDAN: Seponér ved langsom aftrapning over én til flere måneder efter en individuel plan. Reducer dosis med fx 25-50 % med 1-2 ugers mellemrum. Brug evt. tabletdeler.  Ved seponeringssymptomer: Forlæng tiden mellem dosisreduktionerne eller foretag langsommere dosisreduktion. Kan især være nødvendigt sidst i forløbet. 
N06AA;Seponér antidepressiva givet for søvnbesvær inden for 2-4 ugers behandling. HVORDAN: Seponér ved langsom aftrapning over én til flere måneder efter en individuel plan. Reducer dosis med fx 25-50 % med 1-2 ugers mellemrum. Brug evt. tabletdeler.  Ved seponeringssymptomer: Forlæng tiden mellem dosisreduktionerne eller foretag langsommere dosisreduktion. Kan især være nødvendigt sidst i forløbet.
N06AX;Seponér antidepressiva givet for søvnbesvær inden for 2-4 ugers behandling. HVORDAN: Seponér ved langsom aftrapning over én til flere måneder efter en individuel plan. Reducer dosis med fx 25-50 % med 1-2 ugers mellemrum. Brug evt. tabletdeler.  Ved seponeringssymptomer: Forlæng tiden mellem dosisreduktionerne eller foretag langsommere dosisreduktion. Kan især være nødvendigt sidst i forløbet.
N06AF;Seponér antidepressiva givet for søvnbesvær inden for 2-4 ugers behandling. HVORDAN: Seponér ved langsom aftrapning over én til flere måneder efter en individuel plan. Reducer dosis med fx 25-50 % med 1-2 ugers mellemrum. Brug evt. tabletdeler.  Ved seponeringssymptomer: Forlæng tiden mellem dosisreduktionerne eller foretag langsommere dosisreduktion. Kan især være nødvendigt sidst i forløbet.
N06AB;Seponér antidepressiva givet for søvnbesvær inden for 2-4 ugers behandling. HVORDAN: Seponér ved langsom aftrapning over én til flere måneder efter en individuel plan. Reducer dosis med fx 25-50 % med 1-2 ugers mellemrum. Brug evt. tabletdeler.  Ved seponeringssymptomer: Forlæng tiden mellem dosisreduktionerne eller foretag langsommere dosisreduktion. Kan især være nødvendigt sidst i forløbet.
N06DA;Seponér lægemidler mod demens ved meget svær demens (fx sengeliggende uden sprog). HVORDAN: Kan seponeres uden aftrapning. Genoptag behandlingen ved optitrering i samråd med pårørende/plejepersonale ved markant forværring inden for 2-4 uger efter seponering.
N06DX01;Seponér lægemidler mod demens ved meget svær demens (fx sengeliggende uden sprog). HVORDAN: Kan seponeres uden aftrapning. Genoptag behandlingen ved optitrering i samråd med pårørende/plejepersonale ved markant forværring inden for 2-4 uger efter seponering.
N06DX01;Overvej seponering af lægemidler mod demens ved demens og tvivl om mærkbar effekt af behandlingen. HVORDAN: Kan seponeres uden aftrapning. Genoptag behandlingen ved optitrering i samråd med pårørende/plejepersonale ved markant forværring inden for 2-4 uger efter seponering.
N06DA;Overvej seponering af lægemidler mod demens ved demens og tvivl om mærkbar effekt af behandlingen. HVORDAN: Kan seponeres uden aftrapning. Genoptag behandlingen ved optitrering i samråd med pårørende/plejepersonale ved markant forværring inden for 2-4 uger efter seponering.
N06DX01;Overvej seponering af lægemidler mod demens ved svær skrøbelighed og/eller kort restlevetid. HVORDAN: Kan seponeres uden aftrapning. Genoptag behandlingen ved optitrering i samråd med pårørende/plejepersonale ved markant forværring inden for 2-4 uger efter seponering.
N06DA;Overvej seponering af lægemidler mod demens ved svær skrøbelighed og/eller kort restlevetid. HVORDAN: Kan seponeres uden aftrapning. Genoptag behandlingen ved optitrering i samråd med pårørende/plejepersonale ved markant forværring inden for 2-4 uger efter seponering.
R03AL11;Overvej seponering af inhalationssteroid (ICS) ved stabil KOL med eosinofilocytter i blod under 0,15 x 109/L. HVORFOR: ICS øger risiko for pneumoni, knogleskørhed og mundsvamp. Har patienten en astma komponent, er ICS indiceret. HVORDAN: Seponér gradvist ICS, reducér fx til halv dosis og fortsæt behandling i 6-8 uger efterfulgt af seponering. ICS findes i flere kombinationspræparater. Det kan derfor være nødvendigt at opsplitte i flere præparater i en periode.
R03AL09;Overvej seponering af inhalationssteroid (ICS) ved stabil KOL med eosinofilocytter i blod under 0,15 x 109/L. HVORFOR: ICS øger risiko for pneumoni, knogleskørhed og mundsvamp. Har patienten en astma komponent, er ICS indiceret. HVORDAN: Seponér gradvist ICS, reducér fx til halv dosis og fortsæt behandling i 6-8 uger efterfulgt af seponering. ICS findes i flere kombinationspræparater. Det kan derfor være nødvendigt at opsplitte i flere præparater i en periode.
R03BA;Overvej seponering af inhalationssteroid (ICS) ved stabil KOL med eosinofilocytter i blod under 0,15 x 109/L. HVORFOR: ICS øger risiko for pneumoni, knogleskørhed og mundsvamp. Har patienten en astma komponent, er ICS indiceret. HVORDAN: Seponér gradvist ICS, reducér fx til halv dosis og fortsæt behandling i 6-8 uger efterfulgt af seponering. ICS findes i flere kombinationspræparater. Det kan derfor være nødvendigt at opsplitte i flere præparater i en periode.
R03AL12;Overvej seponering af inhalationssteroid (ICS) ved stabil KOL med eosinofilocytter i blod under 0,15 x 109/L. HVORFOR: ICS øger risiko for pneumoni, knogleskørhed og mundsvamp. Har patienten en astma komponent, er ICS indiceret. HVORDAN: Seponér gradvist ICS, reducér fx til halv dosis og fortsæt behandling i 6-8 uger efterfulgt af seponering. ICS findes i flere kombinationspræparater. Det kan derfor være nødvendigt at opsplitte i flere præparater i en periode.
